class_id,L0_x,L0_y,L1_x,L1_y,L2_x,L2_y,L3_x,L3_y,L4_x,L4_y,L5_x,L5_y,L6_x,L6_y,L7_x,L7_y,L8_x,L8_y,L9_x,L9_y,L10_x,L10_y,L11_x,L11_y,L12_x,L12_y,L13_x,L13_y,L14_x,L14_y,L15_x,L15_y,L16_x,L16_y,L17_x,L17_y,L18_x,L18_y,L19_x,L19_y,L20_x,L20_y
0,0.0,0.0,0.09437912702560425,-0.03482413291931152,0.1772138476371765,-0.13039880990982056,0.24515241384506226,-0.19283992052078247,0.3023449182510376,-0.21791505813598633,0.13756674528121948,-0.3295547068119049,0.1835607886314392,-0.4373077154159546,0.20958805084228516,-0.5046948194503784,0.2277100682258606,-0.5617954432964325,0.08513069152832031,-0.35936325788497925,0.10887974500656128,-0.494081974029541,0.1226491928100586,-0.574653685092926,0.1307188868522644,-0.6396657228469849,0.03176319599151611,-0.35948696732521057,0.042426347732543945,-0.48847001791000366,0.05207756161689758,-0.5621434450149536,0.05918174982070923,-0.6222018599510193,-0.02535325288772583,-0.3352123200893402,-0.05096548795700073,-0.4388459026813507,-0.06723484396934509,-0.5096027255058289,-0.07863372564315796,-0.5758159458637238
0,0.0,0.0,0.09440582990646362,-0.034893155097961426,0.17818033695220947,-0.12914800643920898,0.24508631229400635,-0.1907864212989807,0.30126953125,-0.21679836511611938,0.14022493362426758,-0.32822108268737793,0.18388593196868896,-0.4365554451942444,0.20921289920806885,-0.5037813186645508,0.22727620601654053,-0.5619166791439056,0.08791595697402954,-0.35705146193504333,0.11020362377166748,-0.4910012483596802,0.12334305047988892,-0.5723361372947693,0.1309179663658142,-0.6389638185501099,0.03405296802520752,-0.3566952347755432,0.04397040605545044,-0.4855116307735443,0.052508413791656494,-0.5619453489780426,0.058863550424575806,-0.6262754499912262,-0.024122118949890137,-0.33189141750335693,-0.050230711698532104,-0.43464982509613037,-0.06664782762527466,-0.504850834608078,-0.07817304134368896,-0.5716286897659302
0,0.0,0.0,0.0955004096031189,-0.03631591796875,0.1780744194984436,-0.13506144285202026,0.24425482749938965,-0.19642066955566406,0.29955291748046875,-0.21935850381851196,0.1363542675971985,-0.3301834762096405,0.18026870489120483,-0.4396292269229889,0.20422804355621338,-0.5075969099998474,0.22078204154968262,-0.5645384192466736,0.08314007520675659,-0.3583441972732544,0.10507833957672119,-0.49359720945358276,0.1176450252532959,-0.5747514367103577,0.12439930438995361,-0.639936625957489,0.029660314321517944,-0.357255220413208,0.03805309534072876,-0.4855758547782898,0.04612836241722107,-0.558827668428421,0.05115872621536255,-0.6179129779338837,-0.02750486135482788,-0.3321758806705475,-0.054487794637680054,-0.43573716282844543,-0.07191389799118042,-0.5062054395675659,-0.084442138671875,-0.5723170638084412
0,0.0,0.0,0.09473633766174316,-0.03595387935638428,0.1755111813545227,-0.13354277610778809,0.24194610118865967,-0.19469010829925537,0.2978858947753906,-0.21684527397155762,0.13626939058303833,-0.32902607321739197,0.1805884838104248,-0.437626451253891,0.2056151032447815,-0.5051631927490234,0.2231164574623108,-0.562121719121933,0.08345413208007812,-0.3574470579624176,0.10589075088500977,-0.4926074147224426,0.11866980791091919,-0.5741128921508789,0.12581461668014526,-0.639875054359436,0.02981284260749817,-0.35628214478492737,0.03837031126022339,-0.4848136603832245,0.04683142900466919,-0.557916671037674,0.052828192710876465,-0.617294192314148,-0.02746760845184326,-0.33093100786209106,-0.053939253091812134,-0.4342891573905945,-0.07083642482757568,-0.5048851072788239,-0.08270710706710815,-0.5711723864078522
0,0.0,0.0,0.09382763504981995,-0.03899800777435303,0.17463639378547668,-0.14039325714111328,0.24114182591438293,-0.2029692530632019,0.296343594789505,-0.2259080410003662,0.1310998499393463,-0.33216217160224915,0.17497947812080383,-0.4396466016769409,0.19883814454078674,-0.5067670345306396,0.2150910198688507,-0.5634456872940063,0.07843104004859924,-0.3598041832447052,0.09942463040351868,-0.4941335916519165,0.11134162545204163,-0.5742554068565369,0.11772331595420837,-0.6392893195152283,0.025794535875320435,-0.358373761177063,0.0326685905456543,-0.4862070083618164,0.04049864411354065,-0.5586445331573486,0.04554298520088196,-0.6173563599586487,-0.029997527599334717,-0.33327606320381165,-0.058585554361343384,-0.4361129403114319,-0.07639700174331665,-0.5066217184066772,-0.08894738554954529,-0.572820246219635
0,0.0,0.0,0.09194612503051758,-0.0401308536529541,0.17369943857192993,-0.13621431589126587,0.2394270896911621,-0.19714009761810303,0.2937381863594055,-0.22649914026260376,0.13100337982177734,-0.33270949125289917,0.1724134087562561,-0.4417499303817749,0.19673842191696167,-0.5088092088699341,0.2141856551170349,-0.5664426684379578,0.07906228303909302,-0.3587855100631714,0.09715527296066284,-0.49347418546676636,0.10871344804763794,-0.5741617679595947,0.11459118127822876,-0.6395193934440613,0.026532918214797974,-0.35571885108947754,0.03221786022186279,-0.48567086458206177,0.03880202770233154,-0.5623400807380676,0.04358527064323425,-0.6258398294448853,-0.02966243028640747,-0.3278418183326721,-0.05845198035240173,-0.43346935510635376,-0.07509982585906982,-0.5048788487911224,-0.086875319480896,-0.570936769247055
0,0.0,0.0,0.09415966272354126,-0.03938138484954834,0.1751689314842224,-0.13639122247695923,0.24002224206924438,-0.1994115710258484,0.29500555992126465,-0.22635537385940552,0.1288875937461853,-0.3280600905418396,0.1718837022781372,-0.4371647238731384,0.19633764028549194,-0.5045726299285889,0.213592529296875,-0.5623834133148193,0.07626855373382568,-0.3557758927345276,0.0961686372756958,-0.4921978712081909,0.10815918445587158,-0.5729771852493286,0.1148713231086731,-0.6384176909923553,0.023531079292297363,-0.3546763062477112,0.03002038598060608,-0.4845237731933594,0.03780665993690491,-0.5586292147636414,0.04327964782714844,-0.6195892095565796,-0.03264155983924866,-0.32959306240081787,-0.06066650152206421,-0.4346340298652649,-0.07843321561813354,-0.505146324634552,-0.09162908792495728,-0.5716202557086945
0,0.0,0.0,0.08976712822914124,-0.03980898857116699,0.16943314671516418,-0.13399004936218262,0.23145791888237,-0.19562232494354248,0.284053236246109,-0.22782695293426514,0.12616762518882751,-0.33760160207748413,0.1665356457233429,-0.4474673271179199,0.19034913182258606,-0.5149691104888916,0.20748165249824524,-0.572607159614563,0.07347139716148376,-0.36370980739593506,0.08935347199440002,-0.49814605712890625,0.10004088282585144,-0.5789376199245453,0.1057027280330658,-0.6439571976661682,0.02069145441055298,-0.3600752353668213,0.024102747440338135,-0.49035996198654175,0.029586493968963623,-0.5674948692321777,0.03390994668006897,-0.6315388679504395,-0.03502458333969116,-0.33087342977523804,-0.06401026248931885,-0.43532639741897583,-0.08060410618782043,-0.5068672299385071,-0.0921347439289093,-0.5734429359436035
0,0.0,0.0,0.09129434823989868,-0.03821849822998047,0.17171251773834229,-0.13506877422332764,0.23663604259490967,-0.20137876272201538,0.2915358543395996,-0.23430132865905762,0.12843692302703857,-0.33852893114089966,0.16921275854110718,-0.44901329278945923,0.19391578435897827,-0.5173763036727905,0.21158355474472046,-0.5765121281147003,0.07653719186782837,-0.36544692516326904,0.09360218048095703,-0.5004138648509979,0.1046832799911499,-0.5824249684810638,0.11015820503234863,-0.6501528918743134,0.023675620555877686,-0.3625847101211548,0.028945207595825195,-0.4928918182849884,0.0352742075920105,-0.5705869793891907,0.03955882787704468,-0.636315792798996,-0.03288900852203369,-0.3347613215446472,-0.06206625699996948,-0.43853726983070374,-0.07801425457000732,-0.5093711018562317,-0.08895048499107361,-0.5764723122119904
0,0.0,0.0,0.0929204523563385,-0.038437604904174805,0.1722576916217804,-0.1384892463684082,0.23695901036262512,-0.2056545615196228,0.29274311661720276,-0.23513615131378174,0.1286924183368683,-0.3338915705680847,0.17143312096595764,-0.44597816467285156,0.19580987095832825,-0.5161243677139282,0.2129022181034088,-0.5757910013198853,0.0761047899723053,-0.3621279001235962,0.09480682015419006,-0.49980735778808594,0.10619780421257019,-0.5826778709888458,0.11271384358406067,-0.6505687534809113,0.02337735891342163,-0.3605239987373352,0.028933197259902954,-0.49124300479888916,0.03606244921684265,-0.566855788230896,0.04133382439613342,-0.6299602091312408,-0.032110780477523804,-0.33465299010276794,-0.06039479374885559,-0.4391188621520996,-0.07774540781974792,-0.5108142793178558,-0.09019610285758972,-0.578840970993042
0,0.0,0.0,0.0939820408821106,-0.04132521152496338,0.17379742860794067,-0.1427522897720337,0.23717272281646729,-0.20858561992645264,0.2916356921195984,-0.23793083429336548,0.12758851051330566,-0.3401182293891907,0.16990149021148682,-0.45194751024246216,0.19378578662872314,-0.5217937529087067,0.21061789989471436,-0.5812336206436157,0.0743359923362732,-0.3673238158226013,0.09160500764846802,-0.505500853061676,0.10255414247512817,-0.5882560610771179,0.10889261960983276,-0.6558327674865723,0.021482139825820923,-0.3642287254333496,0.025071680545806885,-0.49542945623397827,0.031651198863983154,-0.5719665586948395,0.03609061241149902,-0.6354162693023682,-0.03404790163040161,-0.33677852153778076,-0.06282913684844971,-0.4417203664779663,-0.08068180084228516,-0.5138514339923859,-0.09374698996543884,-0.5818150043487549
0,0.0,0.0,0.09280526638031006,-0.041318297386169434,0.17211931943893433,-0.1388951539993286,0.23554569482803345,-0.20425164699554443,0.2913327217102051,-0.2343294620513916,0.1288967728614807,-0.34322836995124817,0.16866785287857056,-0.45635050535202026,0.1926531195640564,-0.5263134837150574,0.20970702171325684,-0.5868527591228485,0.07526278495788574,-0.36998775601387024,0.09177368879318237,-0.5094099938869476,0.10253351926803589,-0.5935592949390411,0.10782957077026367,-0.6619187295436859,0.0216677188873291,-0.3659239411354065,0.02561485767364502,-0.4991535544395447,0.031162500381469727,-0.5785596668720245,0.03501021862030029,-0.6448255777359009,-0.03449040651321411,-0.3356655240058899,-0.0646522045135498,-0.44326967000961304,-0.08185690641403198,-0.5164185762405396,-0.09419703483581543,-0.5852771699428558
0,0.0,0.0,0.09293925762176514,-0.04231339693069458,0.17148900032043457,-0.14141499996185303,0.23527050018310547,-0.20727473497390747,0.29141294956207275,-0.2352718710899353,0.12798529863357544,-0.3432057499885559,0.1692185401916504,-0.4563876986503601,0.19317203760147095,-0.5268986821174622,0.209822416305542,-0.5874334871768951,0.07396960258483887,-0.37032100558280945,0.09128445386886597,-0.5108800828456879,0.1021120548248291,-0.5951324701309204,0.10752630233764648,-0.6634330153465271,0.02055424451828003,-0.3663102686405182,0.02495664358139038,-0.5004413723945618,0.031093060970306396,-0.579441487789154,0.0353398323059082,-0.644560307264328,-0.03494963049888611,-0.33632487058639526,-0.06447818875312805,-0.4446895122528076,-0.08220884203910828,-0.5185299217700958,-0.09518659114837646,-0.587493896484375
0,0.0,0.0,0.09178993105888367,-0.03968513011932373,0.17067775130271912,-0.13937097787857056,0.23544028401374817,-0.20410704612731934,0.29138806462287903,-0.23217546939849854,0.12743154168128967,-0.34232354164123535,0.16991326212882996,-0.45408520102500916,0.19489005208015442,-0.5227835476398468,0.21215561032295227,-0.5818375647068024,0.07428517937660217,-0.368961900472641,0.09396538138389587,-0.506721556186676,0.10541883111000061,-0.5897321999073029,0.11096397042274475,-0.6569324731826782,0.02090325951576233,-0.36494094133377075,0.027504414319992065,-0.49790602922439575,0.033497124910354614,-0.5765491127967834,0.0379234254360199,-0.6421013474464417,-0.03503310680389404,-0.33491504192352295,-0.06457048654556274,-0.43920600414276123,-0.08236762881278992,-0.5101988315582275,-0.09503558278083801,-0.5766059160232544
0,0.0,0.0,0.09253612160682678,-0.04334235191345215,0.1702585518360138,-0.14368849992752075,0.23410311341285706,-0.20933246612548828,0.29029420018196106,-0.236430823802948,0.12346771359443665,-0.33957308530807495,0.16761967539787292,-0.4549357295036316,0.19278433918952942,-0.5271360278129578,0.21030065417289734,-0.5890995264053345,0.07032224535942078,-0.36617279052734375,0.0896020233631134,-0.5081966519355774,0.1011897623538971,-0.5938740074634552,0.10676482319831848,-0.6630318760871887,0.01748397946357727,-0.3627658784389496,0.021441012620925903,-0.4984777569770813,0.027088850736618042,-0.5774922370910645,0.03051629662513733,-0.642109602689743,-0.03748151659965515,-0.33352112770080566,-0.06719207763671875,-0.4413878321647644,-0.08582708239555359,-0.5146912336349487,-0.10041624307632446,-0.5822544097900391
